Filename,Volume,EVSD (mu),COG X,COG Y,COG Z,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Major Eigenvector X,Major Eigenvector Y,Major Eigenvector Z,Bearing,Plunge,Ob_Sph_Pro,Strike,Dip
OPX060,0.0104353641379807,0.271125060519772,16.1746623175409,6.41987503850794,3.14894927565032,0.000229923242684995,0.000326485122009229,0.000554724901033535,-0.428728487272213,0.795961944759309,-0.427359879605302,225.091597292235,52.7462083852725,0.559359800717484,315.091597292235,37.2537916147275
OPX061,0.0236540008442005,0.356151951658473,9.51478301524747,13.7614604934082,3.60483559688846,0.000645273383283433,0.00157240686178895,0.00221012130541334,-0.964557622209954,-0.160176729143611,0.209695037799023,257.734738579128,9.21715435779861,0.351167960184063,347.734738579128,80.7828456422014
OPX062,0.00263913849648079,0.171456723339404,11.4971498913989,3.05837035231581,3.5222429154611,6.15610059370044e-06,7.29729075072896e-05,6.73367722746267e-05,-0.993437163635833,0.0930673950102507,0.0664910662660519,273.829113895146,5.34009685795097,0.0878920107344444,3.82911389514578,84.659903142049
OPX063,0.00212441762836117,0.159495006784039,15.8784287597578,13.0664280863738,3.65715328277624,7.83785443012812e-06,1.97105136926383e-05,2.70944754789157e-05,-0.829318688736361,-0.449226256575307,0.33230450330373,248.164231894876,26.6940522061976,0.343463551057509,338.164231894876,63.3059477938024
OPX064,0.00464930983715384,0.207076089794148,25.0045666779899,7.7282776759601,3.79162397031167,2.01358966137312e-05,0.000175291775240463,0.00015599155994868,-0.994995780553865,0.0296271512818108,0.095423417392849,275.47810268681,1.69775916237896,0.121976993988751,5.47810268680985,88.302240837621
OPX065,0.0126914285984706,0.289403622428234,2.74341024837183,14.7962421657119,3.87984010751735,0.000130119336555953,0.000385986569106543,0.00026642201008407,-0.9856899061462,-0.0744057654684162,0.151258688962172,261.275752497647,4.26707977362563,0.412752026557,351.275752497647,85.7329202263744
OPX066,0.00709056514342788,0.238356725036138,25.3724277039431,14.7613233107155,4.01084587268521,0.00019668508686989,0.000107086009013945,8.92787278522781e-05,0.380694351175337,-0.84409364290482,0.377594667587958,134.765791414885,57.5749568636996,0.643813798590528,224.765791414885,32.4250431363004
OPX067,0.049647076931937,0.45600018666854,23.1986138484932,7.91460070984791,4.66808813916167,0.0019808113065869,0.00476247555933602,0.00671273957992673,-0.2122551318395,-0.831509392656658,0.513361362912668,202.463208004164,56.2541027549732,0.355501459580557,292.463208004164,33.7458972450268
OPX068,0.00646727379811374,0.231157262025766,26.0172944056181,8.8682905348862,4.50131019088126,4.3549699413043e-05,0.000264222872805571,0.000222314749857208,-0.995428803923111,0.0473904759268563,0.0829194736574612,274.761759533447,2.71629164130805,0.180356960223842,4.76175953344739,87.283708358692
OPX069,0.0786537368067247,0.531586054728577,13.1012491366845,14.6846511261122,5.08636077055449,0.00245328896045928,0.0166130362841581,0.0142567929448366,-0.992786637248096,-0.00705262413561754,0.119686897338091,263.125795326736,0.404088947374376,0.159875560478511,353.125795326736,89.5959110526256
OPX070,0.00379094642881669,0.193456358366821,8.43462034230683,4.60325132508701,5.09970749269857,4.37038506039675e-06,0.000204565368955975,0.000207623297323349,-0.0916376211340591,-0.852500960786757,0.51463060368632,190.096541299801,58.4847386298687,0.0212069179401482,280.096541299801,31.5152613701313
OPX071,0.0250684086938258,0.363113766800407,18.8683313925811,13.3923859819728,5.10544460117932,0.000517452439606505,0.00305803341671453,0.00254881259565301,-0.993142306236521,-0.011118509136411,0.116381864213409,263.316249700278,0.63705677407907,0.1861139559436,353.316249700278,89.3629432259209
OPX072,0.00600950146555057,0.225569273624548,17.3818268915762,14.6759893617928,5.20843673226678,2.21635762113676e-05,0.000200592643489927,0.000220868131840477,-0.114521555662823,-0.865181144309391,0.488207333845017,193.201508325039,59.9033960028801,0.105419012575964,283.201508325039,30.0966039971199
OPX073,0.00285292235896624,0.175966681324559,19.8660851267178,7.70118085345736,5.17320855362619,1.35024636075892e-05,4.85188008036944e-05,3.54494158923793e-05,-0.995846757335215,0.0309085251209958,0.085638186457808,274.915078190067,1.77121013385454,0.329593628578707,4.91507819006665,88.2287898661455
OPX074,0.0408351842706244,0.427246616865841,21.004127457188,12.6531536442954,5.38660096406149,0.00513439043777392,0.00223252795889725,0.00292076882341759,-0.923448249982257,0.368812156532184,-0.105928857252339,263.456196395051,21.6423785415918,0.599590808991266,353.456196395051,68.3576214584082
OPX075,0.0854430578422676,0.546461269536108,13.7955114660476,14.0653338256598,5.95101784850341,0.00417918495234812,0.0263899128886398,0.030519494054453,-0.0958101199345555,-0.857201016851528,0.505990946190574,190.72209842086,59.0037509815366,0.14764895220872,280.72209842086,30.9962490184634
OPX076,0.010602357492703,0.272563652568915,24.6275120374464,11.8815005884291,5.72871352951421,0.000158180845275437,0.00055244724824202,0.000708655051529566,-0.326372768560902,-0.79547298979816,0.51059136150494,212.586934485714,52.6999535709537,0.254770131962334,302.586934485714,37.3000464290463
OPX077,0.10500619748282,0.585336271094302,21.8226806010906,9.1647319934687,6.012143634611,0.0129756599785679,0.0224197218209879,0.0353403129251869,-0.131082208537433,-0.843116601579115,0.521509204853215,194.109109547442,57.4707033133454,0.472962051663465,284.109109547442,32.5292966866546
OPX078,0.0581391394891099,0.480643779173118,11.8090025439161,14.478213602116,5.94535596100025,0.00512711798781498,0.0103784864697651,0.0154908175633306,-0.955562333747707,-0.194696417316159,0.221345728232755,256.958065036631,11.2269896872698,0.41249595897524,346.958065036631,78.7730103127302
OPX079,0.0314130424161744,0.391474783683434,7.20593128190323,2.96044288139926,5.99556211661977,0.000469971471533113,0.00552541943711841,0.00598165689890918,-0.0969892352400658,-0.85288510453883,0.513010805639936,190.705913270578,58.5268697606845,0.0818125151957723,280.705913270578,31.4731302393155
OPX080,0.00267902216863073,0.172316115181969,4.50127465623629,3.77281483392708,6.12324462051028,2.47190960889695e-06,0.000159908746625861,0.00016173839371459,-0.0738649426628429,-0.849821094495127,0.521869789886826,188.056076749981,58.1922159656346,0.015370816564641,278.056076749981,31.8077840343654
OPX081,0.0238498537176726,0.357132219185176,10.7761038474124,7.5884686718487,6.28556825020042,0.00062690999359537,0.00130939607243455,0.00192462086880872,-0.967885583726085,-0.152566707171874,0.199802143827207,258.336180881378,8.77570041292077,0.402254826245889,348.336180881378,81.2242995870792
OPX082,0.00278674986557951,0.17459553059859,14.3121821735867,6.74484258726466,6.374696992419,3.58090046925977e-05,1.43621131231162e-05,2.21426807685864e-05,0.989239901023878,-0.133221921884213,-0.0604676587255152,86.5021261101756,7.65581479431081,0.524846094720436,176.502126110176,82.3441852056892
